Sample in Buffer,Sample in Window,TRIGGER,voltage_signals[15:0],parallel_word_data[15:0],DAC_send_pulse
1821,1821,0,066c,-18292,1
1822,1822,0,066c,-7630,1
1823,1823,0,066c,-7630,1
1824,1824,0,066c,-30517,1
1825,1825,0,066c,-30517,1
1826,1826,0,066c,9005,1
1827,1827,0,066c,9005,1
1828,1828,0,066c,-29513,1
1829,1829,0,066c,-29513,1
1830,1830,0,066c,13021,1
1831,1831,0,066c,13021,1
1832,1832,0,066c,-13452,1
1833,1833,0,066c,-13452,1
1834,1834,0,066c,11730,1
1835,1835,0,066c,11730,1
1836,1836,0,066c,11730,1
1837,1837,0,066c,11730,1
1838,1838,0,066c,11730,1
1839,1839,0,066c,11730,1
1840,1840,0,066c,11730,1
1841,1841,0,066c,11730,1
1842,1842,0,066c,11730,1
1843,1843,0,066c,11730,1
1844,1844,0,066c,11730,1
1845,1845,0,066c,-18616,1
1846,1846,0,066c,-18616,1
1847,1847,0,066c,-8926,1
1848,1848,0,066c,-8926,1
1849,1849,0,066c,29835,1
1850,1850,0,066c,29835,1
1851,1851,0,066c,-11731,1
1852,1852,0,066c,-11731,1
1853,1853,0,066c,18613,1
1854,1854,0,066c,18613,1
1855,1855,0,066c,8917,1
1856,1856,0,066c,8917,1
1857,1857,0,066c,-29866,1
1858,1858,0,066c,-29866,1
1859,1859,0,066c,11608,1
1860,1860,0,066c,11608,1
1861,1861,0,066c,11608,1
1862,1862,0,066c,11608,1
1863,1863,0,066c,11608,1
1864,1864,0,066c,11608,1
1865,1865,0,066c,11608,1
1866,1866,0,066c,11608,1
1867,1867,0,066c,11608,1
1868,1868,0,066c,11608,1
1869,1869,0,066c,11608,1
1870,1870,0,066c,-19104,1
1871,1871,0,066c,-19104,1
1872,1872,0,066c,-10878,1
1873,1873,0,066c,-10878,1
1874,1874,0,066c,22027,1
1875,1875,0,066c,22027,1
1876,1876,0,066c,22573,1
1877,1877,0,066c,22573,1
1878,1878,0,066c,24758,1
1879,1879,0,066c,24758,1
1880,1880,0,066c,-32038,1
1881,1881,0,066c,-32038,1
1882,1882,0,066c,2920,1
1883,1883,0,066c,2920,1
1884,1884,0,066c,11680,1
1885,1885,0,066c,11680,1
1886,1886,0,066c,11680,1
1887,1887,0,066c,11680,1
1888,1888,0,066c,11680,1
1889,1889,0,066c,11680,1
1890,1890,0,066c,11680,1
1891,1891,0,066c,11680,1
1892,1892,0,066c,11680,1
1893,1893,0,066c,11680,1
1894,1894,0,066c,11680,1
1895,1895,0,066c,-18816,1
1896,1896,0,066c,-18816,1
1897,1897,0,066c,-9726,1
1898,1898,0,066c,-9726,1
1899,1899,0,066c,26635,1
1900,1900,0,066c,26635,1
1901,1901,0,066c,-24531,1
1902,1902,0,066c,-24531,1
1903,1903,0,066c,-32587,1
1904,1904,0,066c,-32587,1
1905,1905,0,066c,726,1
1906,1906,0,066c,726,1
1907,1907,0,066c,2906,1
1908,1908,0,066c,2906,1
1909,1909,0,066c,11626,1
1910,1910,0,066c,11626,1
1911,1911,0,066c,11626,1
1912,1912,0,066c,11626,1
1913,1913,0,066c,11626,1
1914,1914,0,066c,11626,1
1915,1915,0,066c,11626,1
1916,1916,0,066c,11626,1
1917,1917,0,066c,11626,1
1918,1918,0,066c,11626,1
1919,1919,0,066c,11626,1
1920,1920,0,066c,-19032,1
1921,1921,0,066c,-19032,1
1922,1922,0,066c,-10590,1
1923,1923,0,066c,-10590,1
1924,1924,0,066c,23179,1
1925,1925,0,066c,23179,1
1926,1926,0,066c,27181,1
1927,1927,0,066c,27181,1
1928,1928,0,066c,-22348,1
1929,1929,0,066c,-22348,1
1930,1930,0,066c,-23853,1
1931,1931,0,066c,-23853,1
1932,1932,0,066c,-29874,1
1933,1933,0,066c,-29874,1
1934,1934,0,066c,11579,1
1935,1935,0,066c,11579,1
1936,1936,0,066c,11579,1
1937,1937,0,066c,11579,1
1938,1938,0,066c,11579,1
1939,1939,0,066c,11579,1
1940,1940,0,066c,11579,1
1941,1941,0,066c,11579,1
1942,1942,0,066c,11579,1
1943,1943,0,066c,11579,1
1944,1944,0,066c,11579,1
1945,1945,0,066c,-19220,1
1946,1946,0,066c,-19220,1
1947,1947,0,066c,-11342,1
1948,1948,0,066c,-11342,1
1949,1949,0,066c,20171,1
1950,1950,0,066c,20171,1
1951,1951,0,066c,15149,1
1952,1952,0,066c,15149,1
1953,1953,0,066c,-4938,1
1954,1954,0,066c,-4938,1
1955,1955,0,066c,-19751,1
1956,1956,0,066c,-19751,1
1957,1957,0,066c,-13465,1
1958,1958,0,066c,-13465,1
1959,1959,0,066c,11677,1
1960,1960,0,066c,11677,1
1961,1961,0,066c,11677,1
1962,1962,0,066c,11677,1
1963,1963,0,066c,11677,1
1964,1964,0,066c,11677,1
1965,1965,0,066c,11677,1
1966,1966,0,066c,11677,1
1967,1967,0,066c,11677,1
1968,1968,0,066c,11677,1
1969,1969,0,066c,11677,1
1970,1970,0,066c,-18828,1
1971,1971,0,066c,-18828,1
1972,1972,0,066c,-9774,1
1973,1973,0,066c,-9774,1
1974,1974,0,066c,26443,1
1975,1975,0,066c,26443,1
1976,1976,0,066c,-25299,1
1977,1977,0,066c,-25299,1
1978,1978,0,066c,29877,1
1979,1979,0,066c,29877,1
1980,1980,0,066c,-11562,1
1981,1981,0,066c,-11562,1
1982,1982,0,066c,19290,1
1983,1983,0,066c,19290,1
1984,1984,0,066c,11625,1
1985,1985,0,066c,11625,1
1986,1986,0,066c,11625,1
1987,1987,0,066c,11625,1
1988,1988,0,066c,11625,1
1989,1989,0,066c,11625,1
1990,1990,0,066c,11625,1
1991,1991,0,066c,11625,1
1992,1992,0,066c,11625,1
1993,1993,0,066c,11625,1
1994,1994,0,066c,11625,1
1995,1995,0,066c,-19036,1
1996,1996,0,066c,-19036,1
1997,1997,0,066c,-10606,1
1998,1998,0,066c,-10606,1
1999,1999,0,066c,23115,1
2000,2000,0,066c,23115,1
2001,2001,0,066c,26925,1
2002,2002,0,066c,26925,1
2003,2003,0,066c,-23370,1
2004,2004,0,066c,-23370,1
2005,2005,0,066c,-27942,1
2006,2006,0,066c,-27942,1
2007,2007,0,066c,19307,1
2008,2008,0,066c,19307,1
2009,2009,0,066c,11694,1
2010,2010,0,066c,11694,1
2011,2011,0,066c,11694,1
2012,2012,0,066c,11694,1
2013,2013,0,066c,11694,1
2014,2014,0,066c,11694,1
2015,2015,0,066c,11694,1
2016,2016,0,066c,11694,1
2017,2017,0,066c,11694,1
2018,2018,0,066c,11694,1
2019,2019,0,066c,11694,1
2020,2020,0,066c,-18760,1
2021,2021,0,066c,-18760,1
2022,2022,0,066c,-9502,1
2023,2023,0,066c,-9502,1
2024,2024,0,066c,27531,1
2025,2025,0,066c,27531,1
2026,2026,0,066c,-20947,1
2027,2027,0,066c,-20947,1
2028,2028,0,066c,-18250,1
2029,2029,0,066c,-18250,1
2030,2030,0,066c,-7462,1
2031,2031,0,066c,-7462,1
2032,2032,0,066c,-29846,1
2033,2033,0,066c,-29846,1
2034,2034,0,066c,11691,1
2035,2035,0,066c,11691,1
2036,2036,0,066c,11691,1
2037,2037,0,066c,11691,1
2038,2038,0,066c,11691,1
2039,2039,0,066c,11691,1
2040,2040,0,066c,11691,1
2041,2041,0,066c,11691,1
2042,2042,0,066c,11691,1
2043,2043,0,066c,11691,1
2044,2044,0,066c,11691,1
2045,2045,0,066c,-18772,1
2046,2046,0,066c,-18772,1
2047,2047,0,066c,-9550,1
